movieid;title;country;year_released;runtime
778;Stop Making Sense;us;1984;88
779;Stormy Monday;gb;1988;93
780;Storytelling;us;2001;87
781;The Straight Story;us;1999;112
782;Straw Dogs;us;1971;117
783;A Streetcar Named Desire;us;1951;125
784;Stroszek;de;1977;116
785;Suddenly, Last Summer;us;1959;114
786;The Sugarland Express;us;1974;110
787;Sunday Bloody Sunday;gb;1971;110
788;Les Dimanches de Ville-d'Avray;fr;1962;110
789;The Sweet Hereafter;ca;1997;112
790;Sweet Smell of Success;us;1957;96
791;Travolti da un insolito destino nell'azzurro mare d'agosto;it;1974;114
792;Swing Time;us;1936;103
793;Hable con ella;sp;2002;112
794;Laughter in the Dark;gb;1969;104
795;Taxi Driver;us;1976;113
796;A Taxing Woman's Return;jp;1988;128
797;Tell Them Willie Boy Is Here;us;1969;98
798;The Champ;us;1979;122
799;The Ten Commandments;us;1956;220
800;Tender Mercies;us;1983;92
801;The Tender Trap;us;1955;111
802;Cet obscur objet du désir;fr;1977;102
803;Thelma & Louise;us;1991;129
804;These Three;us;1936;93
805;The Thief of Bagdad;gb;1940;106
806;The Thin Blue Line;us;1988;103
807;The Thin Man;us;1934;93
808;The Thin Red Line;us;1998;170
809;Conan the Barbarian;us;1982;129
810;The 39 Steps;gb;1935;86
811;This Is Spinal Tap;us;1984;82
812;Three Days of the Condor;us;1975;118
813;Throne of Blood 蜘蛛巣城;jp;1957;110
814;Die Blechtrommel;de;1979;142
815;To Have and Have Not;us;1944;100
816;Tōkyō Monogatari;jp;1953;136
817;Topaz;us;1969;127
818;Total Recall;us;1990;113
819;Touch of Evil;us;1958;95
820;Trainspotting;gb;1996;93
821;A Tree Grows in Brooklyn;us;1945;128
822;The Trip to Bountiful;us;1985;108
823;Tristana;sp;1970;100
824;Trouble in Paradise;us;1932;83
825;The Trouble with Harry;us;1955;99
826;True Grit;us;1969;128
827;The Little Mermaid;us;1989;83
828;Twelve O'Clock High;us;1949;132
829;Twentieth Century;us;1934;91
830;Les Deux Anglaises et le Continent;fr;1971;116
831;The Unbearable Lightness of Being;us;1988;171
832;The Usual Suspects;us;1995;106
833;The Verdict;us;1982;129
834;Vertigo;us;1958;128
835;Viva Zapata!;us;1952;113
836;The Voice of the Turtle;us;1947;103
837;Waking Life;us;2001;101
838;Walkabout;gb;1971;100
839;A Walk in the Sun;us;1945;117
840;The War of the Roses;us;1989;116
841;The Warriors;us;1979;92
842;Watch on the Rhine;us;1943;114
843;The Way We Were;us;1973;118
844;What's Eating Gilbert Grape;us;1993;118
845;When Harry Met Sally…;us;1989;96
846;White Heat;us;1949;114
847;Who Framed Roger Rabbit;us;1988;104
848;The Wild Bunch;us;1969;143
849;L'Enfant sauvage;fr;1970;85
850;Les Roseaux sauvages;fr;1994;110
851;The Whistler;us;1944;59
852;The Women;us;1939;133
853;Mujeres al borde de un ataque de nervios;sp;1988;89
854;Woodstock;us;1970;185
855;Working Girl;us;1988;116
856;The World of Apu;in;1959;107
857;The World of Henry Orient;us;1964;106
858;Written on the Wind;us;1956;99
859;Gekijōban Poketto Monsutā: Myūtsū no Gyakushū;jp;1998;75
860;Yankee Doodle Dandy;us;1942;126
861;The Year of Living Dangerously;au;1982;114
862;Cross Creek;us;1984;127
863;Yellow Submarine;gb;1968;87
864;Yojimbo;jp;1961;110
865;You Can Count on Me;us;2000;111
866;Young Frankenstein;us;1974;105
867;Marty;us;1955;90
868;Chariots of Fire;gb;1981;124
869;Gentleman's Agreement;us;1947;118
870;Rocky;us;1976;119
871;The Apartment;us;1960;125
872;The Artist;fr;2011;100
873;The Hurt Locker;us;2008;131
874;Unforgiven;us;1992;131
875;Manon;fr;1949;100
876;Justice est faite;fr;1950;105
877;Ordet;dk;1955;126
878;Il generale Della Rovere;it;1959;138
879;Nuit et Brouillard;fr;1956;32
880;The Battle of Algiers;dz;1966;120
881;Belle de jour;it;1967;101
882;Die Artisten in der Zirkuskuppel: ratlos;us;1968;104
883;Atlantic City;ca;1980;104
884;Gloria;us;1980;121
885;Bēiqíng Chéngshì;tw;1989;157
886;Rosencrantz & Guildenstern Are Dead;us;1990;117
887;Short Cuts;us;1993;188
888;Michael Collins;us;1996;133
889;The Magdalene Sisters;ie;2002;119
890;Vozvraschenie;ru;2003;105
891;Brokeback Mountain;us;2005;134
892;Casino Royale;cz;2006;144
893;Sè, Jiè;cn;2007;158
894;The Wrestler;us;2008;109
895;Somewhere;us;2010;98
896;Faust;ru;2011;134
897;P-iet-a;kr;2012;104
898;Sacro GRA;it;2013;90
899;En duva satt på en gren och funderade på tillvaron;se;2014;101
900;The Circle;ir;2000;90
901;Lebanon;il;2009;90
902;4 luni, 3 săptămâni și 2 zile;ro;2007;113
903;Un homme et une femme;fr;1966;102
904;Amour;fr;2012;127
905;Elephant;us;2003;81
906;Fahrenheit 9/11;us;2004;122
907;Iris och löjtnantshjärta;se;1946;86
908;La dolce vita;it;1960;174
909;MASH;us;1970;116
910;Człowiek z żelaza;pl;1981;153
911;Miracolo a Milano;it;1951;100
912;Fröken Julie;se;1951;89
913;O Pagador de Promessas;br;1962;98
914;Paris, Texas;fr;1984;147
915;Den goda viljan;se;1992;323
916;Signore & signori;it;1966;115
917;Entre les murs;fr;2008;128
918;The Knack …and How to Get It;gb;1965;85
919;Die letzte Chance;ch;1945;104
920;The Mission;gb;1986;125
921;The Tree of Life;us;2011;139
922;Les Parapluies de Cherbourg;fr;1964;91
923;Le Salaire de la peur;fr;1953;148
924;Union Pacific;us;1939;135
925;Wild at Heart;us;1990;124
926;Incident;us;1949;66
927;Sans laisser d'adresse;fr;1951;90
928;A Separation;ir;2011;123
929;Alphaville, une étrange aventure de Lemmy Caution;fr;1965;99
930;Bái Rì Yàn Huǒ;cn;2014;106
931;Bloody Sunday;ie;2002;105
932;Buffalo Bill and the Indians;us;1976;123
933;Bushido, Samurai Saga;jp;1963;122
934;Cesare deve morire;it;2012;77
935;Central do Brasil;br;1998;113
936;Poziția copilului;ro;2013;112
937;Cinderella;us;1950;75
938;Cul-de-sac;gb;1966;112
939;Die Ratten;de;1955;97
940;Grand Canyon;us;1991;137
941;Gegen die Wand;de;2004;121
942;Bal;tr;2010;100
943;Invitation to the Dance;us;1956;93
944;Vechera na hutore bliz Dikan'ki;ru;1961;69
945;Stammheim;de;1986;107
946;Taxi;ir;2015;82
947;The Apprenticeship of Duddy Kravitz;ca;1974;120
948;Voshozhdenie;ru;1977;111
949;L'Appât;fr;1995;115
950;La casa del sorriso;it;1991;110
951;U-Carmen eKhayelitsha;za;2005;120
952;Chronicle of the Years of Fire;dz;1975;177
953;Eternity and a Day;gr;1998;132
954;Uncle Boonmee Who Can Recall His Past Lives;th;2010;114
955;Kış Uykusu;tr;2014;196
956;Adoption;hu;1975;89
957;Missing;us;1982;122
958;Susuz Yaz;tr;1964;90
959;La teta asustada;pe;2009;95
960;Transformers: Age of Extinction;us;2014;165
961;Furious 7;us;2015;137
962;Avatar;us;2009;161
963;Rén Zài Jiǒng Tú Zhī Tài Jiŏng;cn;2012;105
964;Xīn Huā Lù Fàng;cn;2014;116
965;Transformers: Dark of the Moon;us;2011;154
966;Love Aaj Kal;in;2009;129
967;Zhì Qǔ Wēi Hǔ Shān;cn;2014;141
968;Sap⁶ Ji⁶ Sang¹ Ciu³;hk;2012;123
969;Interstellar;us;2014;169
970;The Hobbit: The Battle of the Five Armies;us;2014;144
971;Iron Man 3;us;2013;130
972;Tin¹ Zeong³ Hung⁴ Si¹;cn;2015;127
973;Huà Pí Èr;cn;2012;120
974;X-Men: Days of Future Past;us;2014;131
975;Captain America: The Winter Soldier;us;2014;136
976;Sī Rén Dìng Zhì;cn;2013;120
977;Dawn of the Planet of the Apes;us;2014;130
978;Láng Tú Téng;cn;2015;121
979;Pacific Rim;us;2013;132
980;Ràng Zǐ Dàn Fēi;cn;2010;132
981;Fēn Shǒu Dà Shī;cn;2014;116
982;Kung Fu Panda 2;us;2011;90
983;Dí Rén Jié Zhī Shén Dū Lóng Wáng;cn;2013;133
984;Jīn Líng Shí Sān Chāi;cn;2011;146
985;Guardians of the Galaxy;us;2014;122
986;The Amazing Spider-Man 2;us;2014;142
987;Cōng Cōng Nà Nián;cn;2014;119
988;Life of Pi;us;2012;127
989;PK;in;2014;152
990;Dhoom 3;in;2013;172
991;Chennai Express;in;2013;141
992;3 Idiots;in;2009;171
993;Kick;in;2014;146
994;Happy New Year;in;2014;184
995;Krrish 3;in;2013;152
996;Enthiran;in;2010;166
997;Bang Bang!;in;2014;156
998;Ek Tha Tiger;in;2012;133
999;Yennai Arindhaal;in;2015;null
1000;Dabangg 2;in;2012;125
1001;Jab Tak Hai Jaan;in;2012;176
1002;Ra.One;in;2011;156
1003;Bodyguard;in;2011;131
1004;Dabangg;in;2010;126
1005;Don 2;in;2011;144
1006;Singham Returns;in;2014;145
1007;Ram-Leela;in;2013;155
1008;Joker;in;2012;103
1009;Ghajini;in;2008;180
1010;Dasavatharam;in;2008;185
1011;Māi Nema Ija़ Kha़āna;us;2010;165
1012;Agneepath;in;2012;173
1013;Ready;in;2011;145
1014;Barfi!;in;2012;150
1015;Frozen;us;2013;102
1016;Skyfall;gb;2012;143
1017;The Dark Knight Rises;us;2012;165
1018;Toy Story 3;us;2010;103
1019;Jurassic Park;us;1993;127
1020;Star Wars: Episode I – The Phantom Menace;us;1999;133
1021;The Hobbit: An Unexpected Journey;nz;2012;169
1022;The Lion King;us;1994;88
1023;Despicable Me 2;us;2013;98
1024;The Hobbit: The Desolation of Smaug;us;2013;161
1025;Harry Potter and the Order of the Phoenix;gb;2007;138
1026;Finding Nemo;us;2003;100
1027;Harry Potter and the Half-Blood Prince;gb;2009;153
1028;The Lord of the Rings: The Two Towers;us;2002;179
1029;Harry Potter and the Goblet of Fire;gb;2005;157
1030;Spider-Man 3;us;2007;139
1031;Ice Age: Dawn of the Dinosaurs;us;2009;94
1032;Harry Potter and the Chamber of Secrets;gb;2002;161
1033;Ice Age: Continental Drift;us;2012;88
1034;The Lord of the Rings: The Fellowship of the Ring;us;2001;178
1035;The Hunger Games: Catching Fire;us;2013;146
1036;Star Wars: Episode III – Revenge of the Sith;us;2005;140
1037;Inception;gb;2010;148
1038;Spider-Man;us;2002;121
1039;Independence Day;us;1996;145
1040;Shrek the Third;us;2007;93
1041;Harry Potter and the Prisoner of Azkaban;gb;2004;142
1042;2012;us;2009;158
1043;Snow White and the Seven Dwarfs;us;1937;83
1044;The Birth of a Nation;us;1915;12
1045;Cleopatra;us;1917;125
1046;Mickey;us;1918;93
1047;The Miracle Man;us;1919;8
1048;Way Down East;us;1920;145
1049;The Four Horsemen of the Apocalypse;us;1921;134
1050;Robin Hood;us;1922;127
1051;The Covered Wagon;us;1923;98
1052;The Sea Hawk;us;1924;123
1053;The Big Parade;us;1925;141
1054;The Sign of the Cross;us;1932;125
1055;The Merry Widow;us;1934;99
1056;San Francisco;us;1936;115
1057;Bambi;us;1942;70
1058;Song of the South;us;1946;94
1059;Easter Parade;us;1948;108
1060;Samson and Delilah;us;1949;128
1061;Quo Vadis;us;1951;171
1062;This Is Cinerama;us;1952;115
1063;Lady and the Tramp;us;1955;75
1064;Swiss Family Robinson;us;1960;126
1065;One Hundred and One Dalmatians;us;1961;79
1066;The Jungle Book;us;1967;78
1067;Love Story;us;1970;100
1068;Grease;us;1978;110
1069;Moonraker;gb;1979;126
1070;Indiana Jones and the Temple of Doom;us;1984;118
1071;Top Gun;us;1986;110
1072;Indiana Jones and the Last Crusade;us;1989;128
1073;Ghost;us;1990;128
1074;Terminator 2: Judgment Day;us;1991;137
1075;Toy Story;us;1995;81
1076;Armageddon;us;1998;150
1077;Mission: Impossible 2;us;2000;123
1078;The End of the Road;gb;1954;76
1079;Deus e o Diabo na Terra do Sol;br;1954;104
1080;Cidade de Deus;br;2002;130
1081;Tropa de Elite;br;2007;115
1082;Dhībhan;fr;2015;115
1083;The Night of the Iguana;us;1964;125
1084;Armored Car Robbery;us;1950;67
1085;Rob Roy;us;1995;139
1086;Those Magnificent Men in their Flying Machines; Or, How I Flew from London to Paris in 25 Hours 11 Minutes;gb;1965;138
1087;Flashdance;us;1983;97
1088;Never Say Never Again;gb;1983;134
1089;First Blood;us;1982;93
1090;Amityville II: The Possession;us;1982;104
1091;Friday the 13th Part 3;us;1982;95
1092;An Officer and a Gentleman;us;1982;122
1093;Rocky III;us;1982;100
1094;The Sword and the Sorcerer;us;1982;99
1095;Porky's;us;1981;98
1096;Vice Squad;us;1982;97
1097;The Toy;us;1982;102
1098;Sudden Impact;us;1983;117
1099;Trading Places;us;1983;116
1100;Return of the Jedi;us;1983;132
1101;The House on Sorority Row;us;1983;91
1102;Eddie Macon's Run;us;1983;95
1103;Purple Rain;us;1984;112
1104;Friday the 13th: The Final Chapter;us;1984;91
1105;Police Academy;us;1984;96
1106;Footloose;us;1984;110
1107;Hot Dog... The Movie!;us;1984;96
1108;Mass Appeal;us;1984;99
1109;The Color Purple;us;1985;153
1110;Rocky IV;us;1985;90
1111;Jagged Edge;us;1985;108
1112;Agnes of God;us;1985;98
1113;Pee-wee's Big Adventure;us;1985;91
1114;Cocoon;us;1985;117
1115;Rambo: First Blood Part II;us;1985;96
1116;The Falcon and the Snowman;us;1985;131
1117;Crocodile Dundee II;au;1988;108
1118;Stand by Me;us;1986;89
1119;The Karate Kid;us;1984;127
1120;Legend;us;1985;125
1121;Down and Out in Beverly Hills;us;1986;103
1122;Good Morning, Vietnam;us;1987;120
1123;Like Father Like Son;us;1987;96
1124;Stakeout;us;1987;117
1125;La Bamba;us;1987;108
1126;The Untouchables;us;1987;119
1127;Beverly Hills Cop II;us;1987;103
1128;The Secret of My Success;us;1987;111
1129;Lethal Weapon 2;us;1989;114
1130;A Nightmare on Elm Street 3: Dream Warriors;us;1987;96
1131;Outrageous Fortune;us;1987;100
1132;Scrooged;us;1988;97
1133;The Accused;us;1988;111
1134;Gorillas in the Mist;us;1988;129
1135;A Nightmare on Elm Street 4: The Dream Master;us;1988;93
1136;Shoot to Kill;us;1988;109
1137;For Keeps;us;1988;98
1138;Permanent Record;us;1988;91
1139;Look Who's Talking;us;1989;96
1140;Parenthood;us;1989;124
1141;Batman;us;1989;126
1142;Slipstream;gb;1989;102
1143;Marked for Death;us;1990;93
1144;Flatliners;us;1990;114
1145;Back to the Future Part III;us;1990;119
1146;Ernest Goes to Jail;us;1990;81
1147;Pretty Woman;us;1990;119
1148;Hard to Kill;us;1990;96
1149;Curly Sue;us;1991;102
1150;Hot Shots! Part Deux;us;1993;86
1151;Robin Hood;gb;1991;116
1152;Backdraft;us;1991;137
1153;Out for Justice;us;1991;91
1154;Teenage Mutant Ninja Turtles;us;1990;93
1155;White Fang;us;1991;107
1156;A Few Good Men;us;1992;138
1157;Under Siege;us;1992;103
1158;The Last of the Mohicans;us;1992;112
1159;Batman Returns;us;1992;126
1160;Lethal Weapon 3;us;1992;118
1161;Wayne's World 2;us;1993;95
1162;The Hand That Rocks the Cradle;us;1992;110
1163;The Pelican Brief;us;1993;141
1164;Mrs. Doubtfire;us;1993;125
1165;Cool Runnings;us;1993;98
1166;The Good Son;us;1993;86
1167;The Fugitive;us;1993;130
1168;Cliffhanger;us;1993;113
1169;Indecent Proposal;us;1993;118
1170;Teenage Mutant Ninja Turtles III;us;1993;96
1171;Groundhog Day;us;1993;101
1172;Alive;us;1993;120
1173;The River Wild;us;1994;108
1174;Clear and Present Danger;us;1994;141
1175;The Flintstones;us;1994;91
1176;Four Weddings and a Funeral;gb;1994;117
1177;Heat;us;1995;170
1178;Get Shorty;us;1995;105
1179;Seven;us;1995;127
1180;Dangerous Minds;us;1995;99
1181;Waterworld;us;1995;135
1182;Batman Forever;us;1995;122
1183;Casper;us;1995;101
1184;While You Were Sleeping;us;1995;103
1185;The Brady Bunch Movie;us;1995;90
1186;Higher Learning;us;1995;127
1187;Ransom;us;1996;121
1188;Sleepers;us;1996;147
1189;Jack;us;1996;113
1190;Twister;us;1996;113
1191;Primal Fear;us;1996;130
1192;The Birdcage;us;1996;118
1193;Broken Arrow;us;1996;108
1194;Eye for an Eye;us;1996;101
1195;Flubber;us;1997;93
1196;I Know What You Did Last Summer;us;1997;101
1197;My Best Friend's Wedding;us;1997;104
1198;The Lost World: Jurassic Park;us;1997;129
1199;Anaconda;us;1997;89
1200;Liar Liar;us;1997;86
1201;Scream;us;1996;111
1202;Patch Adams;us;1998;115
1203;A Bug's Life;us;1998;95
1204;Antz;us;1998;83
1205;Rush Hour;us;1998;98
1206;Blade;us;1998;120
1207;Deep Impact;us;1998;121
1208;City of Angels;us;1998;114
1209;The Wedding Singer;us;1998;97
1210;Spice World;gb;1997;93
1211;Stuart Little;us;1999;84
1212;Toy Story 2;us;1999;95
1213;Three Kings;us;1999;114
1214;The Sixth Sense;us;1999;107
1215;Austin Powers: The Spy Who Shagged Me;us;1999;95
1216;Entrapment;gb;1999;113
1217;The Matrix;us;1999;136
1218;Payback;us;1999;101
1219;She's All That;us;1999;97
1220;Cast Away;us;2000;143
1221;How the Grinch Stole Christmas;us;2000;104
1222;Meet the Parents;us;2000;108
1223;Remember the Titans;us;2000;113
1224;Space Cowboys;us;2000;130
1225;X-Men;us;2000;104
1226;The Perfect Storm;us;2000;130
1227;U-571;us;2000;116
1228;Erin Brockovich;us;2000;130
1229;Scream 2;us;1997;120
1230;Fantasia 2000;us;1999;75
1231;Harry Potter and the Philosopher's Stone;gb;2001;152
1232;Training Day;us;2001;122
1233;Don't Say a Word;us;2001;113
1234;Rush Hour 2;us;2001;90
1235;Jurassic Park III;us;2001;92
1236;The Fast and the Furious;us;2001;106
1237;Along Came a Spider;us;2001;103
1238;Hannibal;us;2001;132
1239;The Ring;us;2002;115
1240;Sweet Home Alabama;us;2002;109
1241;Signs;us;2002;106
1242;Austin Powers in Goldmember;us;2002;98
1243;Scooby-Doo;us;2002;86
1244;Ice Age;us;2002;81
1245;John Q.;us;2002;116
1246;Snow Dogs;us;2002;99
1247;Elf;us;2003;97
1248;Scary Movie 3;us;2003;84
1249;Once Upon a Time in Mexico;us;2003;101
1250;S.W.A.T.;us;2003;117
1251;Pirates of the Caribbean: The Curse of the Black Pearl;us;2003;142
1252;Anger Management;us;2003;106
1253;Bringing Down the House;us;2003;105
1254;How to Lose a Guy in 10 Days;us;2003;116
1255;Kangaroo Jack;us;2003;89
1256;The Incredibles;us;2004;115
1257;Shark Tale;us;2004;90
1258;The Forgotten;us;2004;91
1259;Collateral;us;2004;120
1260;The Bourne Supremacy;us;2004;108
1261;Mean Girls;us;2004;97
1262;Starsky & Hutch;us;2004;101
1263;The Passion of the Christ;us;2004;127
1264;Along Came Polly;us;2004;90
1265;Flightplan;us;2005;98
1266;The 40-Year-Old Virgin;us;2005;116
1267;Wedding Crashers;us;2005;119
1268;War of the Worlds;us;2005;116
1269;Sin City;us;2005;124
1270;Robots;us;2005;90
1271;The Hitcher;us;2007;84
1272;Night at the Museum;us;2006;108
1273;Happy Feet;us;2006;108
1274;Open Season;us;2006;86
1275;Talladega Nights: The Ballad of Ricky Bobby;us;2006;108
1276;Pirates of the Caribbean: Dead Man's Chest;us;2006;150
1277;X-Men: The Last Stand;us;2006;104
1278;Scary Movie 4;us;2006;83
1279;The Pink Panther;us;2006;93
1280;Big Momma's House 2;us;2006;99
1281;I Am Legend;us;2007;100
1282;American Gangster;us;2007;158
1283;Saw;us;2004;112
1284;The Bourne Ultimatum;us;2007;115
1285;Transformers;us;2007;143
1286;Ratatouille;us;2007;111
1287;Disturbia;us;2007;105
1288;Ghost Rider;us;2007;110
1289;Stomp the Yard: Homecoming;us;2010;88
1290;Gran Torino;us;2008;116
1291;Twilight;us;2008;121
1292;Beverly Hills Chihuahua;us;2008;91
1293;Eagle Eye;us;2008;118
1294;Tropic Thunder;us;2008;107
1295;WALL-E;us;2008;98
1296;Iron Man;us;2008;126
1297;Forgetting Sarah Marshall;us;2008;111
1298;Horton Hears a Who!;us;2008;86
1299;Jumper;us;2008;88
1300;Couples Retreat;us;2009;113
1301;Cloudy with a Chance of Meatballs 2;us;2013;95
1302;G.I. Joe: The Rise of Cobra;us;2009;118
1303;Monsters vs. Aliens;us;2009;94
1304;He's Just Not That Into You;us;2009;129
1305;Tron: Legacy;us;2010;125
1306;Jackass 3D;us;2010;95
1307;The Town;us;2010;124
1308;The Other Guys;us;2010;107
1309;Clash of the Titans;us;2010;106
1310;Shutter Island;us;2010;138
1311;The Book of Eli;us;2010;117
1312;The Twilight Saga: Breaking Dawn – Part 2;us;2012;115
1313;Puss in Boots;us;2011;90
1314;The Hangover Part II;us;2011;101
1315;Fast Five;us;2011;130
1316;Rango;us;2011;107
1317;The Green Hornet;us;2011;119
1318;Taken;fr;2008;90
1319;Hotel Transylvania 2;us;2015;89
1320;The Bourne Legacy;us;2012;135
1321;Brave;us;2012;94
1322;The Avengers;us;2012;143
1323;The Hunger Games;us;2012;142
1324;Safe House;us;2012;115
1325;Contraband;gb;2012;110
1326;Gravity;us;2013;91
1327;We're the Millers;us;2013;110
1328;Man of Steel;us;2013;143
1329;Scary Movie 5;us;2013;86
1330;Oz the Great and Powerful;us;2013;130
1331;Identity Thief;us;2013;112
1332;Mama;sp;2013;100
1333;American Sniper;us;2014;132
1334;The Hunger Games: Mockingjay – Part 1;us;2014;123
1335;Gone Girl;us;2014;149
1336;The Maze Runner;us;2014;113
1337;Maleficent;us;2014;97
1338;Captain America: Civil War;us;2016;147
1339;Divergent;us;2014;140
1340;The Lego Movie;us;2014;100
1341;Ride Along 2;us;2016;101
1342;The Martian;us;2015;141
1343;Straight Outta Compton;us;2015;147
1344;Minions;us;2015;91
1345;Jurassic World;us;2015;124
1346;Avengers: Age of Ultron;us;2015;141
1347;Cinderella;us;2015;106
1348;Taken 3;fr;2014;109
1349;They Were Expendable;us;1945;135
1350;Aleksandr Nevskij;ru;1938;111
1351;Alice Doesn't Live Here Anymore;us;1974;112
1352;All That Heaven Allows;us;1955;89
1353;Amarcord;it;1973;124
1354;Popiół i diament;pl;1958;103
1355;Au revoir les enfants;fr;1987;104
1356;La Femme du boulanger;fr;1938;133
1357;Ball of Fire;us;1941;111
1358;Beautiful People;gb;1999;107
1359;Triple Cross;gb;1966;140
1360;A Brief History of Time;us;1991;80
1361;The Buddy Holly Story;us;1978;113
1362;The Butcher Boy;us;1997;110
1363;Camille;us;1936;109
1364;The Citadel;gb;1938;110
1365;Le Mépris;it;1963;101
1366;Crumb;us;1995;120
1367;Dawn of the Dead;us;1978;126
1368;Days of Wine and Roses;us;1962;117
